code,Profession,DWA ID,Detailed Work Activity
29-1141.00,Registered Nurses,4.A.4.c.3.I06.D03,Prescribe medications.
29-1141.00,Registered Nurses,4.A.4.c.3.I06.D04,Prescribe assistive medical devices or related treatments.
29-1141.00,Registered Nurses,4.A.4.b.4.I12.D23,Direct healthcare delivery programs.
29-1141.00,Registered Nurses,4.A.4.b.6.I06.D01,Advise medical personnel regarding healthcare issues.
29-1141.00,Registered Nurses,4.A.4.b.4.I12.D38,Manage healthcare operations.
29-1141.00,Registered Nurses,4.A.4.b.3.I06.D11,Train caregivers or other non-medical personnel.
29-1141.00,Registered Nurses,4.A.4.a.5.I01.D02,Refer patients to other healthcare practitioners or health resources.
29-1141.00,Registered Nurses,4.A.4.b.6.I06.D02,Advise communities or institutions regarding health or safety issues.
29-1141.00,Registered Nurses,4.A.2.b.2.I17.D03,Design public or employee health programs.
29-1141.00,Registered Nurses,4.A.1.a.1.I19.D01,Conduct research to increase knowledge about medical issues.
29-1141.00,Registered Nurses,4.A.1.a.2.I05.D07,"Monitor patient conditions during treatments, procedures, or activities."
29-1141.00,Registered Nurses,4.A.4.a.5.I03.D06,Administer non-intravenous medications.
11-9199.01,Regulatory Affairs Managers,4.A.4.b.4.I08.D03,Manage control system activities in organizations.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.1.I09.D01,Implement organizational process or policy changes.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.4.I01.D01,Develop organizational policies or programs.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.4.I01.D02,"Develop operating strategies, plans, or procedures."
11-9199.01,Regulatory Affairs Managers,4.A.4.b.6.I08.D04,Advise others on legal or regulatory compliance matters.
11-9199.01,Regulatory Affairs Managers,4.A.4.a.1.I02.D03,Communicate organizational policies and procedures.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.4.I01.D02,"Develop operating strategies, plans, or procedures."
11-9199.01,Regulatory Affairs Managers,4.A.2.b.2.I27.D02,Develop organizational goals or objectives.
11-9199.01,Regulatory Affairs Managers,4.A.4.b.4.I09.D04,Prepare operational budgets.
11-9199.01,Regulatory Affairs Managers,4.A.4.b.4.I13.D02,Prepare staff schedules or work assignments.
11-9199.01,Regulatory Affairs Managers,4.A.1.a.2.I02.D05,Monitor organizational procedures to ensure proper functioning.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.1.I09.D01,Implement organizational process or policy changes.
11-9199.01,Regulatory Affairs Managers,4.A.3.b.6.I14.D02,Prepare reports related to compliance matters.
11-9199.01,Regulatory Affairs Managers,4.A.3.b.6.I14.D04,Maintain regulatory or compliance documentation.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.3.I01.D08,Maintain knowledge of current developments in area of expertise.
11-9199.01,Regulatory Affairs Managers,4.A.4.b.4.I08.D03,Manage control system activities in organizations.
11-9199.01,Regulatory Affairs Managers,4.A.1.a.2.I08.D03,Monitor external affairs or events affecting business operations.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.4.I01.D04,Develop organizational methods or procedures.
11-9199.01,Regulatory Affairs Managers,4.A.4.a.2.I11.D04,Coordinate with external parties to exchange information.
11-9199.01,Regulatory Affairs Managers,4.A.4.a.2.I11.D09,Represent the organization in external relations.
11-9199.01,Regulatory Affairs Managers,4.A.2.a.3.I01.D04,Review documents or materials for compliance with policies or regulations.
11-9199.01,Regulatory Affairs Managers,4.A.2.a.3.I01.D01,Examine marketing materials to ensure compliance with policies or regulations.
11-9199.01,Regulatory Affairs Managers,4.A.4.b.3.I04.D16,Conduct employee training programs.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.1.I09.D01,Implement organizational process or policy changes.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.4.I01.D02,"Develop operating strategies, plans, or procedures."
11-9199.01,Regulatory Affairs Managers,4.A.4.a.2.I03.D14,Confer with organizational members to accomplish work activities.
11-9199.01,Regulatory Affairs Managers,4.A.2.b.4.I01.D02,"Develop operating strategies, plans, or procedures."
11-9199.01,Regulatory Affairs Managers,4.A.2.b.4.I01.D02,"Develop operating strategies, plans, or procedures."
11-9199.01,Regulatory Affairs Managers,4.A.2.a.1.I07.D03,"Evaluate potential of products, technologies, or resources."
11-9199.01,Regulatory Affairs Managers,4.A.4.a.2.I11.D06,Coordinate operational activities with external stakeholders.
11-9199.01,Regulatory Affairs Managers,4.A.4.a.4.I01.D04,Establish interpersonal business relationships to facilitate work activities.
11-9199.01,Regulatory Affairs Managers,4.A.1.a.1.I10.D07,Evaluate environmental impact of operational or development activities.
11-9199.01,Regulatory Affairs Managers,4.A.1.a.2.I11.D04,Monitor organizational compliance with regulations.
11-9199.01,Regulatory Affairs Managers,4.A.1.a.2.I08.D03,Monitor external affairs or events affecting business operations.
11-9199.01,Regulatory Affairs Managers,4.A.4.b.4.I08.D03,Manage control system activities in organizations.
11-9199.01,Regulatory Affairs Managers,4.A.4.b.4.I14.D01,Coordinate regulatory documentation activities.
11-9199.01,Regulatory Affairs Managers,4.A.4.b.4.I14.D03,Manage documentation to ensure organization or accuracy.
13-1041.07,Regulatory Affairs Specialists,4.A.1.a.1.I17.D01,Obtain documentation to authorize activities.
13-1041.07,Regulatory Affairs Specialists,4.A.3.b.6.I14.D05,Prepare regulatory or compliance documentation.
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.4.I14.D01,Coordinate regulatory documentation activities.
13-1041.07,Regulatory Affairs Specialists,4.A.4.a.1.I02.D04,"Explain regulations, policies, or procedures."
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.4.I14.D01,Coordinate regulatory documentation activities.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.3.I01.D03,Examine product information to ensure compliance with regulations.
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.6.I08.D04,Advise others on legal or regulatory compliance matters.
13-1041.07,Regulatory Affairs Specialists,4.A.3.b.6.I08.D14,Maintain data in information systems or databases.
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.4.I14.D01,Coordinate regulatory documentation activities.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.4.I09.D04,Evaluate applicable laws and regulations to determine impact on organizational activities.
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.3.I04.D12,Train personnel in organizational or compliance procedures.
13-1041.07,Regulatory Affairs Specialists,4.A.2.b.3.I01.D06,Update knowledge of legal or regulatory environments.
13-1041.07,Regulatory Affairs Specialists,4.A.2.b.3.I01.D06,Update knowledge of legal or regulatory environments.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.3.I03.D03,Examine financial records or processes.
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.4.I14.D01,Coordinate regulatory documentation activities.
13-1041.07,Regulatory Affairs Specialists,4.A.3.b.6.I14.D05,Prepare regulatory or compliance documentation.
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.6.I08.D04,Advise others on legal or regulatory compliance matters.
13-1041.07,Regulatory Affairs Specialists,4.A.4.a.8.I03.D06,Correspond with customers to answer questions or resolve complaints.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.4.I09.D04,Evaluate applicable laws and regulations to determine impact on organizational activities.
13-1041.07,Regulatory Affairs Specialists,4.A.2.b.4.I01.D03,Establish organizational guidelines or policies.
13-1041.07,Regulatory Affairs Specialists,4.A.3.b.6.I01.D01,Prepare financial documents.
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.4.I12.D08,Oversee business processes.
13-1041.07,Regulatory Affairs Specialists,4.A.1.a.2.I03.D06,Monitor business indicators.
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.4.I12.D08,Oversee business processes.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.3.I01.D03,Examine product information to ensure compliance with regulations.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.4.I09.D02,Analyze environmental regulations to ensure organizational compliance.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.4.I09.D02,Analyze environmental regulations to ensure organizational compliance.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.4.I09.D02,Analyze environmental regulations to ensure organizational compliance.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.4.I09.D02,Analyze environmental regulations to ensure organizational compliance.
13-1041.07,Regulatory Affairs Specialists,4.A.1.a.1.I17.D01,Obtain documentation to authorize activities.
13-1041.07,Regulatory Affairs Specialists,4.A.2.b.3.I01.D06,Update knowledge of legal or regulatory environments.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.2.I03.D02,Compile technical information or documentation.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.3.I01.D04,Review documents or materials for compliance with policies or regulations.
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.4.I09.D04,Evaluate applicable laws and regulations to determine impact on organizational activities.
13-1041.07,Regulatory Affairs Specialists,4.A.4.a.2.I11.D01,Communicate with government agencies.
13-1041.07,Regulatory Affairs Specialists,4.A.1.a.1.I22.D01,"Investigate system, equipment, or product failures."
13-1041.07,Regulatory Affairs Specialists,4.A.2.a.4.I07.D14,Analyze data to identify or resolve operational problems.
13-1041.07,Regulatory Affairs Specialists,4.A.4.b.6.I05.D12,Recommend changes or corrective procedures.
21-1015.00,Rehabilitation Counselors,4.A.4.b.4.I09.D08,Manage organizational or program finances.
21-1015.00,Rehabilitation Counselors,4.A.4.b.4.I01.D14,Supervise patient care personnel.
21-1015.00,Rehabilitation Counselors,4.A.1.a.2.I05.D02,Monitor clients to evaluate treatment progress.
21-1015.00,Rehabilitation Counselors,4.A.3.b.6.I11.D01,Maintain client records.
21-1015.00,Rehabilitation Counselors,4.A.4.a.1.I05.D03,Confer with clients to discuss treatment plans or progress.
21-1015.00,Rehabilitation Counselors,4.A.3.b.6.I11.D01,Maintain client records.
21-1015.00,Rehabilitation Counselors,4.A.4.a.5.I01.D04,Arrange physical or mental health services for clients.
21-1015.00,Rehabilitation Counselors,4.A.2.a.1.I01.D03,Evaluate characteristics of individuals to determine needs or eligibility.
21-1015.00,Rehabilitation Counselors,4.A.2.b.2.I01.D01,Develop treatment plans for patients or clients.
21-1015.00,Rehabilitation Counselors,4.A.4.b.6.I07.D04,Counsel clients regarding educational or vocational issues.
21-1015.00,Rehabilitation Counselors,4.A.4.a.4.I01.D03,Develop working relationships with others to facilitate program activities.
21-1015.00,Rehabilitation Counselors,4.A.2.a.1.I01.D01,Evaluate potential problems in home or work environments of clients.
21-1015.00,Rehabilitation Counselors,4.A.4.a.5.I09.D03,Assist clients in handling details of daily life.
21-1015.00,Rehabilitation Counselors,4.A.4.a.5.I01.D04,Arrange physical or mental health services for clients.
21-1015.00,Rehabilitation Counselors,4.A.4.a.2.I05.D03,Collaborate with other professionals to assess client needs or plan treatments.
21-1015.00,Rehabilitation Counselors,4.A.2.b.2.I10.D02,Develop tools to diagnose or assess needs.
21-1015.00,Rehabilitation Counselors,4.A.2.a.1.I02.D02,Evaluate the effectiveness of counseling or educational programs.
21-1015.00,Rehabilitation Counselors,4.A.4.a.5.I01.D05,Refer individuals to educational or work programs.
21-1015.00,Rehabilitation Counselors,4.A.4.a.1.I05.D02,Confer with family members to discuss client treatment plans or progress.
21-1015.00,Rehabilitation Counselors,4.A.4.a.2.I07.D01,Collaborate with other professionals to develop education or assistance programs.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.3.a.2.I01.D06,Install metal structural components.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.3.a.2.I41.D03,Position structural components.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.3.a.2.I01.D05,Install fencing or other barriers.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.3.a.2.I41.D03,Position structural components.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.1.a.1.I02.D09,Review blueprints or specifications to determine work requirements.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.3.a.2.I22.D02,Position safety or support equipment.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.3.a.2.I12.D06,Cut metal components for installation.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.3.a.2.I12.D06,Cut metal components for installation.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.3.a.2.I41.D03,Position structural components.
47-2171.00,Reinforcing Iron and Rebar Workers,4.A.3.a.2.I35.D02,Weld metal components.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.a.4.I01.D05,Analyze geological or geographical data.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.b.2.I06.D02,Develop technical or scientific databases.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.a.4.I01.D05,Analyze geological or geographical data.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.3.b.6.I03.D04,Prepare scientific or technical reports or presentations.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.3.b.6.I08.D18,Record research or operational data.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.a.2.I03.D06,Compile geographic or related data.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.b.2.I23.D07,Develop environmental research methods.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.4.b.4.I06.D02,Direct technical activities or operations.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.3.a.2.I38.D03,Collect geographical or geological field data.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.3.a.2.I38.D05,Collect environmental data or samples.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.b.2.I18.D20,Create images or other visual displays.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.a.1.I07.D02,Evaluate new technologies or methods.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.a.4.I01.D05,Analyze geological or geographical data.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.4.b.4.I06.D02,Direct technical activities or operations.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.b.3.I01.D01,Review professional literature to maintain professional knowledge.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.b.3.I01.D09,Attend conferences or workshops to maintain professional knowledge.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.4.b.6.I04.D04,Advise others on the development or use of new technologies.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.3.a.2.I46.D10,Set up laboratory or field equipment.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.4.b.3.I04.D15,Train personnel in technical or scientific procedures.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.b.2.I16.D02,Apply knowledge or research findings to address environmental problems.
19-2099.01,Remote Sensing Scientists and Technologists,4.A.2.b.2.I16.D02,Apply knowledge or research findings to address environmental problems.
19-4099.03,Remote Sensing Technicians,4.A.3.b.6.I08.D18,Record research or operational data.
19-4099.03,Remote Sensing Technicians,4.A.3.b.6.I03.D04,Prepare scientific or technical reports or presentations.
19-4099.03,Remote Sensing Technicians,4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.
19-4099.03,Remote Sensing Technicians,4.A.3.a.2.I38.D03,Collect geographical or geological field data.
19-4099.03,Remote Sensing Technicians,4.A.3.b.6.I03.D04,Prepare scientific or technical reports or presentations.
19-4099.03,Remote Sensing Technicians,4.A.3.a.3.I09.D01,Operate laboratory or field equipment.
19-4099.03,Remote Sensing Technicians,4.A.3.a.2.I09.D04,Calibrate scientific or technical equipment.
19-4099.03,Remote Sensing Technicians,4.A.2.b.2.I18.D20,Create images or other visual displays.
19-4099.03,Remote Sensing Technicians,4.A.2.b.2.I06.D02,Develop technical or scientific databases.
19-4099.03,Remote Sensing Technicians,4.A.2.a.4.I01.D05,Analyze geological or geographical data.
19-4099.03,Remote Sensing Technicians,4.A.3.a.2.I09.D04,Calibrate scientific or technical equipment.
19-4099.03,Remote Sensing Technicians,4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.
19-4099.03,Remote Sensing Technicians,4.A.4.a.2.I04.D05,Collaborate with technical specialists to resolve design or development problems.
19-4099.03,Remote Sensing Technicians,4.A.2.b.2.I18.D20,Create images or other visual displays.
19-4099.03,Remote Sensing Technicians,4.A.2.a.4.I01.D05,Analyze geological or geographical data.
19-4099.03,Remote Sensing Technicians,4.A.3.a.2.I38.D03,Collect geographical or geological field data.
19-4099.03,Remote Sensing Technicians,4.A.3.a.2.I38.D05,Collect environmental data or samples.
19-4099.03,Remote Sensing Technicians,4.A.4.a.2.I01.D03,Communicate results of environmental research.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.3.a.1.I03.D06,Clean facilities or equipment.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.2.b.1.I01.D07,Calculate costs of goods or services.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.5.I10.D05,"Make travel, accommodations, or entertainment arrangements for others."
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.5.I10.D05,"Make travel, accommodations, or entertainment arrangements for others."
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.c.3.I04.D01,"Collect deposits, payments or fees."
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.1.I02.D04,"Explain regulations, policies, or procedures."
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.2.a.2.I03.D03,Compile data or documentation.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.5.I10.D05,"Make travel, accommodations, or entertainment arrangements for others."
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.5.I10.D05,"Make travel, accommodations, or entertainment arrangements for others."
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.1.I02.D04,"Explain regulations, policies, or procedures."
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.3.b.6.I08.D07,Maintain inventory records.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.1.I01.D03,Discuss goods or services information with customers or patrons.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.5.I09.D06,Assist disabled or incapacitated individuals.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.3.I03.D07,Provide notifications to customers or patrons.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.1.a.2.I02.D10,Track goods or materials.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.6.I03.D12,"Promote products, services, or programs."
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.5.I08.D01,Assist individuals with paperwork.
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.A.4.a.3.I03.D07,Provide notifications to customers or patrons.
39-9041.00,Residential Advisors,4.A.2.b.2.I15.D09,Develop educational or training programs.
39-9041.00,Residential Advisors,4.A.4.b.3.I01.D03,Teach daily living skills or behaviors.
39-9041.00,Residential Advisors,4.A.2.a.1.I04.D04,Evaluate employee performance.
39-9041.00,Residential Advisors,4.A.4.b.3.I04.D20,Train service staff.
39-9041.00,Residential Advisors,4.A.4.b.4.I01.D04,Supervise service workers.
39-9041.00,Residential Advisors,4.A.4.b.4.I09.D01,Manage budgets for personal services operations.
39-9041.00,Residential Advisors,4.A.3.a.1.I11.D10,Enforce rules or regulations.
39-9041.00,Residential Advisors,4.A.4.a.5.I07.D02,Administer first aid.
39-9041.00,Residential Advisors,4.A.4.a.7.I01.D03,Mediate disputes.
39-9041.00,Residential Advisors,4.A.4.a.2.I04.D04,Communicate with management or other staff to resolve problems.
39-9041.00,Residential Advisors,4.A.4.b.6.I10.D03,"Provide counsel, comfort, or encouragement to individuals or families."
39-9041.00,Residential Advisors,4.A.1.a.2.I07.D01,Monitor environment to ensure safety.
39-9041.00,Residential Advisors,4.A.1.a.2.I06.D02,Monitor patron activities to identify problems or potential problems.
39-9041.00,Residential Advisors,4.A.1.b.2.I05.D07,Inspect facilities.
39-9041.00,Residential Advisors,4.A.4.a.2.I04.D04,Communicate with management or other staff to resolve problems.
39-9041.00,Residential Advisors,4.A.2.b.2.I27.D03,Develop plans for programs or services.
39-9041.00,Residential Advisors,4.A.2.b.2.I15.D09,Develop educational or training programs.
39-9041.00,Residential Advisors,4.A.4.b.4.I11.D01,Organize recreational activities or events.
39-9041.00,Residential Advisors,4.A.4.c.3.I03.D04,Assign resources or facilities to patrons or employees.
39-9041.00,Residential Advisors,4.A.4.c.1.I01.D10,Perform administrative or clerical tasks.
39-9041.00,Residential Advisors,4.A.4.c.1.I01.D09,Prepare administrative documents.
39-9041.00,Residential Advisors,4.A.3.a.1.I10.D05,Deliver items.
39-9041.00,Residential Advisors,4.A.4.b.4.I01.D04,Supervise service workers.
39-9041.00,Residential Advisors,4.A.4.c.3.I05.D01,"Order materials, supplies, or equipment."
39-9041.00,Residential Advisors,4.A.4.b.4.I01.D04,Supervise service workers.
39-9041.00,Residential Advisors,4.A.3.a.1.I12.D06,Accompany individuals or groups to activities.
39-9041.00,Residential Advisors,4.A.3.b.6.I08.D06,Maintain client information or service records.
39-9041.00,Residential Advisors,4.A.3.a.1.I12.D06,Accompany individuals or groups to activities.
39-9041.00,Residential Advisors,4.A.3.a.1.I12.D02,Provide escort or transportation.
29-1126.00,Respiratory Therapists,4.A.4.a.2.I05.D05,Collaborate with healthcare professionals to plan or provide treatment.
29-1126.00,Respiratory Therapists,4.A.4.a.5.I11.D05,Assist healthcare practitioners during examinations or treatments.
29-1126.00,Respiratory Therapists,4.A.3.a.1.I13.D02,Move patients to or from treatment areas.
29-1126.00,Respiratory Therapists,4.A.4.a.5.I07.D04,Implement advanced life support techniques.
29-1126.00,Respiratory Therapists,4.A.1.a.2.I05.D07,"Monitor patient conditions during treatments, procedures, or activities."
29-1126.00,Respiratory Therapists,4.A.3.a.2.I11.D01,Prepare medical supplies or equipment for use.
29-1126.00,Respiratory Therapists,4.A.3.a.3.I04.D03,Operate diagnostic or therapeutic medical instruments or equipment.
29-1126.00,Respiratory Therapists,4.A.4.a.5.I07.D03,Treat medical emergencies.
29-1126.00,Respiratory Therapists,4.A.4.a.5.I07.D04,Implement advanced life support techniques.
29-1126.00,Respiratory Therapists,4.A.2.b.1.I04.D11,Determine protocols for medical procedures.
29-1126.00,Respiratory Therapists,4.A.1.a.2.I05.D07,"Monitor patient conditions during treatments, procedures, or activities."
29-1126.00,Respiratory Therapists,4.A.4.a.2.I05.D01,Inform medical professionals regarding patient conditions and care.
29-1126.00,Respiratory Therapists,4.A.1.a.1.I12.D01,Gather medical information from patient histories.
29-1126.00,Respiratory Therapists,4.A.1.a.2.I11.D05,Verify that medical activities or operations meet standards.
29-1126.00,Respiratory Therapists,4.A.3.b.6.I11.D02,Maintain medical facility records.
29-1126.00,Respiratory Therapists,4.A.1.b.2.I07.D21,Examine medical instruments or equipment to ensure proper operation.
29-1126.00,Respiratory Therapists,4.A.3.a.1.I09.D03,Clean medical equipment or facilities.
29-1126.00,Respiratory Therapists,4.A.3.b.4.I09.D01,Maintain medical equipment or instruments.
29-1126.00,Respiratory Therapists,4.A.4.b.3.I06.D05,"Train patients, family members, or caregivers in techniques for managing disabilities or illnesses."
29-1126.00,Respiratory Therapists,4.A.4.a.1.I05.D05,Explain medical procedures or test results to patients or family members.
29-1126.00,Respiratory Therapists,4.A.4.a.2.I05.D04,Communicate test or assessment results to medical professionals.
29-1126.00,Respiratory Therapists,4.A.1.b.2.I01.D01,Test patient heart or lung functioning.
29-1126.00,Respiratory Therapists,4.A.3.a.2.I09.D09,Adjust settings or positions of medical equipment.
29-1126.00,Respiratory Therapists,4.A.4.a.5.I12.D07,Treat chronic diseases or disorders.
29-1126.00,Respiratory Therapists,4.A.4.b.3.I06.D05,"Train patients, family members, or caregivers in techniques for managing disabilities or illnesses."
29-1126.00,Respiratory Therapists,4.A.4.b.3.I06.D08,Train medical providers.
29-1126.00,Respiratory Therapists,4.A.4.b.3.I06.D08,Train medical providers.
29-1126.00,Respiratory Therapists,4.A.4.b.4.I01.D14,Supervise patient care personnel.
29-1126.00,Respiratory Therapists,4.A.1.b.2.I01.D01,Test patient heart or lung functioning.
29-1126.00,Respiratory Therapists,4.A.4.a.5.I11.D05,Assist healthcare practitioners during examinations or treatments.
29-1126.00,Respiratory Therapists,4.A.3.b.4.I09.D04,Repair medical facility equipment.
29-1126.00,Respiratory Therapists,4.A.1.b.2.I01.D01,Test patient heart or lung functioning.
33-9099.02,Retail Loss Prevention Specialists,4.A.1.a.2.I11.D03,Monitor operations to ensure compliance with safety or security policies or regulations.
33-9099.02,Retail Loss Prevention Specialists,4.A.1.a.1.I03.D03,Investigate crimes committed within organizations.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.a.2.I11.D10,Collaborate with law enforcement or security agencies to respond to incidents.
33-9099.02,Retail Loss Prevention Specialists,4.A.1.a.2.I11.D03,Monitor operations to ensure compliance with safety or security policies or regulations.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.b.4.I15.D05,Direct security operations.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.a.2.I08.D01,Communicate situation details to appropriate personnel.
33-9099.02,Retail Loss Prevention Specialists,4.A.1.b.2.I05.D13,Inspect facilities to ensure compliance with security or safety regulations.
33-9099.02,Retail Loss Prevention Specialists,4.A.1.b.2.I07.D14,Inspect equipment to ensure safety or proper functioning.
33-9099.02,Retail Loss Prevention Specialists,4.A.3.b.6.I08.D05,Maintain operational records.
33-9099.02,Retail Loss Prevention Specialists,4.A.1.a.2.I11.D03,Monitor operations to ensure compliance with safety or security policies or regulations.
33-9099.02,Retail Loss Prevention Specialists,4.A.1.a.2.I07.D07,Maintain surveillance of individuals or establishments.
33-9099.02,Retail Loss Prevention Specialists,4.A.3.b.6.I02.D06,Prepare investigation or incident reports.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.b.6.I09.D02,Recommend improvements to increase safety or reduce risks.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.b.3.I04.D14,Train employees in proper work procedures.
33-9099.02,Retail Loss Prevention Specialists,4.A.1.b.2.I07.D14,Inspect equipment to ensure safety or proper functioning.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.a.3.I01.D01,Testify at legal or legislative proceedings.
33-9099.02,Retail Loss Prevention Specialists,4.A.3.a.1.I11.D08,Apprehend criminal suspects.
33-9099.02,Retail Loss Prevention Specialists,4.A.1.a.1.I15.D02,Investigate personal characteristics or activities of individuals.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.a.2.I11.D03,Collaborate with outside groups to develop programs or projects.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.a.2.I08.D01,Communicate situation details to appropriate personnel.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.b.6.I09.D02,Recommend improvements to increase safety or reduce risks.
33-9099.02,Retail Loss Prevention Specialists,4.A.4.a.5.I05.D02,Respond to emergencies to provide assistance.
41-2031.00,Retail Salespersons,4.A.1.a.1.I14.D02,Gather customer or product information to determine customer needs.
41-2031.00,Retail Salespersons,4.A.4.a.5.I10.D02,"Greet customers, patrons, or visitors."
41-2031.00,Retail Salespersons,4.A.2.a.2.I04.D01,Reconcile records of sales or other financial transactions.
41-2031.00,Retail Salespersons,4.A.2.b.3.I01.D23,Review laws or regulations to maintain professional knowledge.
41-2031.00,Retail Salespersons,4.A.2.b.1.I01.D07,Calculate costs of goods or services.
41-2031.00,Retail Salespersons,4.A.4.c.1.I03.D11,Process sales or other transactions.
41-2031.00,Retail Salespersons,4.A.3.b.6.I10.D02,Maintain records of sales or other business transactions.
41-2031.00,Retail Salespersons,4.A.1.a.2.I07.D06,Monitor work areas to provide security.
41-2031.00,Retail Salespersons,4.A.4.b.6.I02.D04,Recommend products or services to customers.
41-2031.00,Retail Salespersons,4.A.4.a.8.I03.D03,Answer customer questions about goods or services.
