code,Profession,Task ID,Count,Task
17-3031.00,Surveying and Mapping Technicians,22110,1,Identify and compile database information to create requested maps.
17-3031.00,Surveying and Mapping Technicians,22111,1,"Operate and manage land-information computer systems, performing tasks such as storing data, making inquiries, and producing plots and reports."
17-3031.00,Surveying and Mapping Technicians,22112,1,Compare survey computations with applicable standards to determine adequacy of data.
17-3031.00,Surveying and Mapping Technicians,22113,1,"Analyze aerial photographs to detect and interpret significant military, industrial, resource, or topographical data."
17-3031.00,Surveying and Mapping Technicians,22114,1,"Research and combine existing property information to describe property boundaries in relation to adjacent properties, taking into account parcel splits, combinations, or land boundary adjustments."
17-3031.00,Surveying and Mapping Technicians,22115,1,"Calculate latitudes, longitudes, angles, areas, or other information for mapmaking, using survey field notes or reference tables."
17-3031.00,Surveying and Mapping Technicians,22116,1,"Compare topographical features or contour lines with images from aerial photographs, old maps, or other reference materials to verify the accuracy of their identification."
17-3031.00,Surveying and Mapping Technicians,22117,1,Trace contours or topographic details to generate maps that denote specific land or property locations or geographic attributes.
17-3031.00,Surveying and Mapping Technicians,22118,1,Provide assistance in the development of methods and procedures for conducting field surveys.
17-3031.00,Surveying and Mapping Technicians,22119,1,"Trim, align, and join prints to form photographic mosaics, maintaining scaled distances between reference points."
17-3031.00,Surveying and Mapping Technicians,22120,1,"Answer questions and provide information to the public or to staff members regarding assessment maps, surveys, boundaries, easements, property ownership, roads, zoning, or similar matters."
17-3031.00,Surveying and Mapping Technicians,22121,1,Complete detailed source and method notes describing the location of routine or complex land parcels.
17-3031.00,Surveying and Mapping Technicians,22122,1,"Adjust and operate surveying instruments such as prisms, theodolites, electronic distance measuring equipment, or electronic data collectors."
17-3031.00,Surveying and Mapping Technicians,22123,1,"Collect information needed to carry out new surveys, using source maps, previous survey data, photographs, computer records, or other relevant information."
17-3031.00,Surveying and Mapping Technicians,22124,1,"Conduct surveys to ascertain the locations of natural features and man-made structures on the Earth's surface, underground, and underwater, using electronic distance-measuring equipment, such as GPS, and other surveying instruments."
17-3031.00,Surveying and Mapping Technicians,22125,1,"Enter Global Positioning System (GPS) data, legal deeds, field notes, or land survey reports into geographic information system (GIS) workstations so that information can be transformed into graphic land descriptions, such as maps and drawings."
17-3031.00,Surveying and Mapping Technicians,22125,1,"Enter Global Positioning System (GPS) data, legal deeds, field notes, or land survey reports into geographic information system (GIS) workstations so that information can be transformed into graphic land descriptions, such as maps and drawings."
17-3031.00,Surveying and Mapping Technicians,22126,1,"Perform calculations to determine earth curvature corrections, atmospheric impacts on measurements, traverse closures or adjustments, azimuths, level runs, or placement of markers."
17-3031.00,Surveying and Mapping Technicians,22127,1,Prepare cost estimates for mapping projects.
17-3031.00,Surveying and Mapping Technicians,22128,1,"Prepare topographic or contour maps of land surveyed, including site features and other relevant information, such as charts, drawings, and survey notes."
17-3031.00,Surveying and Mapping Technicians,22129,1,"Record survey measurements or descriptive data, using notes, drawings, sketches, or inked tracings."
17-3031.00,Surveying and Mapping Technicians,22130,1,"Search for section corners, property irons, or survey points."
17-3031.00,Surveying and Mapping Technicians,22131,1,"Set out and recover stakes, marks, or other monumentation."
17-3031.00,Surveying and Mapping Technicians,22132,1,"Supervise or coordinate activities of workers engaged in surveying, plotting data, drafting maps, or producing blueprints, photostats, or photographs."
17-1022.00,Surveyors,20954,1,"Testify as an expert witness in court cases on land survey issues, such as property boundaries."
17-1022.00,Surveyors,3528,1,"Prepare and maintain sketches, maps, reports, and legal descriptions of surveys to describe, certify, and assume liability for work performed."
17-1022.00,Surveyors,3529,1,"Verify the accuracy of survey data, including measurements and calculations conducted at survey sites."
17-1022.00,Surveyors,3530,1,"Direct or conduct surveys to establish legal boundaries for properties, based on legal deeds and titles."
17-1022.00,Surveyors,3531,1,"Record the results of surveys including the shape, contour, location, elevation, and dimensions of land or land features."
17-1022.00,Surveyors,3532,1,"Calculate heights, depths, relative positions, property lines, and other characteristics of terrain."
17-1022.00,Surveyors,3533,1,"Prepare or supervise preparation of all data, charts, plots, maps, records, and documents related to surveys."
17-1022.00,Surveyors,3534,1,"Write descriptions of property boundary surveys for use in deeds, leases, or other legal documents."
17-1022.00,Surveyors,3535,1,"Plan and conduct ground surveys designed to establish baselines, elevations, and other geodetic measurements."
17-1022.00,Surveyors,3536,1,"Search legal records, survey records, and land titles to obtain information about property boundaries in areas to be surveyed."
17-1022.00,Surveyors,3537,1,"Coordinate findings with the work of engineering and architectural personnel, clients, and others concerned with projects."
17-1022.00,Surveyors,3538,1,Adjust surveying instruments to maintain their accuracy.
17-1022.00,Surveyors,3539,1,"Establish fixed points for use in making maps, using geodetic and engineering instruments."
17-1022.00,Surveyors,3540,1,"Determine longitudes and latitudes of important features and boundaries in survey areas, using theodolites, transits, levels, and satellite-based global positioning systems (GPS)."
17-1022.00,Surveyors,3541,1,"Train assistants and helpers, and direct their work in such activities as performing surveys or drafting maps."
17-1022.00,Surveyors,3541,1,"Train assistants and helpers, and direct their work in such activities as performing surveys or drafting maps."
17-1022.00,Surveyors,3542,1,Analyze survey objectives and specifications to prepare survey proposals or to direct others in survey proposal preparation.
17-1022.00,Surveyors,3543,1,"Compute geodetic measurements and interpret survey data to determine positions, shapes, and elevations of geomorphic and topographic features."
17-1022.00,Surveyors,3544,1,Develop criteria for survey methods and procedures.
17-1022.00,Surveyors,3545,1,Develop criteria for the design and modification of survey instruments.
17-1022.00,Surveyors,3547,1,Locate and mark sites selected for geophysical prospecting activities such as efforts to locate petroleum or other mineral products.
17-1022.00,Surveyors,3548,1,"Survey bodies of water to determine navigable channels and to secure data for construction of breakwaters, piers, and other marine structures."
17-1022.00,Surveyors,3549,1,Direct aerial surveys of specified geographical areas.
17-1022.00,Surveyors,3550,1,"Determine specifications for photographic equipment to be used for aerial photography, as well as altitudes from which to photograph terrain."
13-1199.05,Sustainability Specialists,15968,1,Review and revise sustainability proposals or policies.
13-1199.05,Sustainability Specialists,15969,1,"Research or review regulatory, technical, or market issues related to sustainability."
13-1199.05,Sustainability Specialists,15970,1,"Identify or investigate violations of natural resources, waste management, recycling, or other environmental policies."
13-1199.05,Sustainability Specialists,15971,1,Identify or create new sustainability indicators.
13-1199.05,Sustainability Specialists,15972,1,"Write grant applications, rebate applications, or project proposals to secure funding for sustainability projects."
13-1199.05,Sustainability Specialists,15973,1,Provide technical or administrative support for sustainability programs or issues.
13-1199.05,Sustainability Specialists,15974,1,Identify or procure needed resources to implement sustainability programs or projects.
13-1199.05,Sustainability Specialists,15974,1,Identify or procure needed resources to implement sustainability programs or projects.
13-1199.05,Sustainability Specialists,15975,1,Create or maintain plans or other documents related to sustainability projects.
13-1199.05,Sustainability Specialists,15975,1,Create or maintain plans or other documents related to sustainability projects.
13-1199.05,Sustainability Specialists,15976,1,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.
13-1199.05,Sustainability Specialists,15977,1,"Create marketing or outreach media, such as brochures or Web sites, to communicate sustainability issues, procedures, or objectives."
13-1199.05,Sustainability Specialists,15978,1,Collect information about waste stream management or green building practices to inform decision makers.
13-1199.05,Sustainability Specialists,15979,1,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance."
13-1199.05,Sustainability Specialists,15979,1,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance."
13-1199.05,Sustainability Specialists,15980,1,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling."
13-1199.05,Sustainability Specialists,15981,1,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals."
43-2011.00,"Switchboard Operators, Including Answering Service",20427,1,"Perform various data entry or word processing tasks, such as updating phone directories, typing or proofreading documents, or creating schedules."
43-2011.00,"Switchboard Operators, Including Answering Service",20427,1,"Perform various data entry or word processing tasks, such as updating phone directories, typing or proofreading documents, or creating schedules."
43-2011.00,"Switchboard Operators, Including Answering Service",20428,1,"Process incoming or outgoing mail, packages, or deliveries."
43-2011.00,"Switchboard Operators, Including Answering Service",20429,1,"Perform administrative tasks, such as accepting orders, scheduling appointments or meeting rooms, or sending and receiving faxes."
43-2011.00,"Switchboard Operators, Including Answering Service",20429,1,"Perform administrative tasks, such as accepting orders, scheduling appointments or meeting rooms, or sending and receiving faxes."
43-2011.00,"Switchboard Operators, Including Answering Service",20430,1,"Monitor emergency and code alarms, make emergency announcements, or route emergency calls to the appropriate location."
43-2011.00,"Switchboard Operators, Including Answering Service",20430,1,"Monitor emergency and code alarms, make emergency announcements, or route emergency calls to the appropriate location."
43-2011.00,"Switchboard Operators, Including Answering Service",20431,1,"Greet visitors, log them in and out of the facility, assign them security badges, and contact employee escorts."
43-2011.00,"Switchboard Operators, Including Answering Service",20431,1,"Greet visitors, log them in and out of the facility, assign them security badges, and contact employee escorts."
43-2011.00,"Switchboard Operators, Including Answering Service",20432,1,"Perform various cash handling tasks, such as collecting payments, making bank deposits, or managing petty cash."
43-2011.00,"Switchboard Operators, Including Answering Service",20432,1,"Perform various cash handling tasks, such as collecting payments, making bank deposits, or managing petty cash."
43-2011.00,"Switchboard Operators, Including Answering Service",20433,1,"Place orders, such as for equipment, supplies, or catering for meetings."
43-2011.00,"Switchboard Operators, Including Answering Service",4630,1,"Operate communication systems, such as telephone, switchboard, intercom, two-way radio, or public address."
43-2011.00,"Switchboard Operators, Including Answering Service",4631,1,"Answer incoming calls, greeting callers, providing information, transferring calls or taking messages as necessary."
43-2011.00,"Switchboard Operators, Including Answering Service",4633,1,"Page individuals to inform them of telephone calls, using paging or interoffice communication equipment."
43-2011.00,"Switchboard Operators, Including Answering Service",4634,1,Relay or route written or verbal messages.
43-2011.00,"Switchboard Operators, Including Answering Service",4635,1,Place telephone calls or arrange conference calls as instructed.
43-2011.00,"Switchboard Operators, Including Answering Service",4637,1,Monitor alarm systems to ensure that secure conditions are maintained.
43-2011.00,"Switchboard Operators, Including Answering Service",4638,1,"Contact security staff members when necessary, using radio-telephones."
43-2011.00,"Switchboard Operators, Including Answering Service",4639,1,Keep records of calls placed and charges incurred.
43-2011.00,"Switchboard Operators, Including Answering Service",4641,1,Stamp messages with time and date and file them appropriately.
43-2011.00,"Switchboard Operators, Including Answering Service",4643,1,Complete forms for sales orders.
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12175,1,Fit and study garments on customers to determine required alterations.
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12176,1,"Sew garments, using needles and thread or sewing machines."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12176,1,"Sew garments, using needles and thread or sewing machines."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12177,1,"Measure parts, such as sleeves or pant legs, and mark or pin-fold alteration lines."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12178,1,"Take up or let down hems to shorten or lengthen garment parts, such as sleeves."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12179,1,Let out or take in seams in suits and other garments to improve fit.
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12180,1,"Assemble garment parts and join parts with basting stitches, using needles and thread or sewing machines."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12180,1,"Assemble garment parts and join parts with basting stitches, using needles and thread or sewing machines."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12181,1,"Remove stitches from garments to be altered, using rippers or razor blades."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12182,1,"Record required alterations and instructions on tags, and attach them to garments."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12183,1,Examine tags on garments to determine alterations that are needed.
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12184,1,"Fit, alter, repair, and make made-to-measure clothing, according to customers' and clothing manufacturers' specifications and fit, and applying principles of garment design, construction, and styling."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12184,1,"Fit, alter, repair, and make made-to-measure clothing, according to customers' and clothing manufacturers' specifications and fit, and applying principles of garment design, construction, and styling."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12185,1,Maintain garment drape and proportions as alterations are performed.
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12186,1,"Press garments, using hand irons or pressing machines."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12187,1,"Trim excess material, using scissors."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12188,1,"Develop, copy, or adapt designs for garments, and design patterns to fit measurements, applying knowledge of garment design, construction, styling, and fabric."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12189,1,"Make garment style changes, such as tapering pant legs, narrowing lapels, and adding or removing padding."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12190,1,"Measure customers, using tape measures, and record measurements."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12190,1,"Measure customers, using tape measures, and record measurements."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12191,1,"Estimate how much a garment will cost to make, based on factors such as time and material requirements."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12192,1,"Repair or replace defective garment parts, such as pockets, zippers, snaps, buttons, and linings."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12193,1,Confer with customers to determine types of material and garment styles desired.
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12194,1,"Position patterns of garment parts on fabric, and cut fabric along outlines, using scissors."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12194,1,"Position patterns of garment parts on fabric, and cut fabric along outlines, using scissors."
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12195,1,Sew buttonholes and attach buttons to finish garments.
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",12196,1,Put in padding and shaping materials.
27-2012.04,Talent Directors,11015,1,"Review performer information, such as photos, resumes, voice tapes, videos, and union membership, to decide whom to audition for parts."
27-2012.04,Talent Directors,11016,1,Read scripts and confer with producers to determine the types and numbers of performers required for a given production.
27-2012.04,Talent Directors,11016,1,Read scripts and confer with producers to determine the types and numbers of performers required for a given production.
27-2012.04,Talent Directors,11017,1,Select performers for roles or submit lists of suitable performers to producers or directors for final selection.
27-2012.04,Talent Directors,11018,1,Audition and interview performers to match their attributes to specific roles or to increase the pool of available acting talent.
27-2012.04,Talent Directors,11019,1,"Maintain talent files that include information such as performers' specialties, past performances, and availability."
27-2012.04,Talent Directors,11021,1,"Serve as liaisons between directors, actors, and agents."
27-2012.04,Talent Directors,11022,1,Attend or view productions to maintain knowledge of available actors.
27-2012.04,Talent Directors,11023,1,"Negotiate contract agreements with performers, with agents, or between performers and agents or production companies."
27-2012.04,Talent Directors,11024,1,Contact agents and actors to provide notification of audition and performance opportunities and to set up audition times.
27-2012.04,Talent Directors,11025,1,Hire and supervise workers who help locate people with specified attributes and talents.
27-2012.04,Talent Directors,11026,1,Arrange for or design screen tests or auditions for prospective performers.
27-2012.04,Talent Directors,11027,1,"Locate performers or extras for crowd and background scenes, and stand-ins or photo doubles for actors, by direct contact or through agents."
27-2012.04,Talent Directors,21139,1,"Direct shows, productions, and plays."
27-2012.04,Talent Directors,21139,1,"Direct shows, productions, and plays."
27-2012.04,Talent Directors,21140,1,Teach acting classes.
27-2012.04,Talent Directors,21140,1,Teach acting classes.
53-7121.00,"Tank Car, Truck, and Ship Loaders",12792,1,"Verify tank car, barge, or truck load numbers to ensure car placement accuracy based on written or verbal instructions."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12793,1,"Observe positions of cars passing loading spouts, and swing spouts into the correct positions at the appropriate times."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12793,1,"Observe positions of cars passing loading spouts, and swing spouts into the correct positions at the appropriate times."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12794,1,"Operate ship loading and unloading equipment, conveyors, hoists, and other specialized material handling equipment such as railroad tank car unloading equipment."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12795,1,"Monitor product movement to and from storage tanks, coordinating activities with other workers to ensure constant product flow."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12795,1,"Monitor product movement to and from storage tanks, coordinating activities with other workers to ensure constant product flow."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12796,1,"Record operating data such as products and quantities pumped, gauge readings, and operating times, manually or using computers."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12797,1,Check conditions and weights of vessels to ensure cleanliness and compliance with loading procedures.
53-7121.00,"Tank Car, Truck, and Ship Loaders",12798,1,"Operate industrial trucks, tractors, loaders, and other equipment to transport materials to and from transportation vehicles and loading docks, and to store and retrieve materials in warehouses."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12799,1,Connect ground cables to carry off static electricity when unloading tanker cars.
53-7121.00,"Tank Car, Truck, and Ship Loaders",12800,1,"Seal outlet valves on tank cars, barges, and trucks."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12801,1,"Test samples for specific gravity, using hydrometers, or send samples to laboratories for testing."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12802,1,"Remove and replace tank car dome caps, or direct other workers in their removal and replacement."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12802,1,"Remove and replace tank car dome caps, or direct other workers in their removal and replacement."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12803,1,"Lower gauge rods into tanks or read meters to verify contents, temperatures, and volumes of liquid loads."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12804,1,"Clean interiors of tank cars or tank trucks, using mechanical spray nozzles."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12805,1,Operate conveyors and equipment to transfer grain or other materials from transportation vehicles.
53-7121.00,"Tank Car, Truck, and Ship Loaders",12806,1,"Test vessels for leaks, damage, and defects, and repair or replace defective parts as necessary."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12806,1,"Test vessels for leaks, damage, and defects, and repair or replace defective parts as necessary."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12807,1,Unload cars containing liquids by connecting hoses to outlet plugs and pumping compressed air into cars to force liquids into storage tanks.
53-7121.00,"Tank Car, Truck, and Ship Loaders",12808,1,Copy and attach load specifications to loaded tanks.
53-7121.00,"Tank Car, Truck, and Ship Loaders",12809,1,"Start pumps and adjust valves or cables to regulate the flow of products to vessels, using knowledge of loading procedures."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12810,1,"Perform general warehouse activities, such as opening containers and crates, filling warehouse orders, assisting in taking inventory, and weighing and checking materials."
53-7121.00,"Tank Car, Truck, and Ship Loaders",12810,1,"Perform general warehouse activities, such as opening containers and crates, filling warehouse orders, assisting in taking inventory, and weighing and checking materials."
47-2082.00,Tapers,13529,1,Remove extra compound after surfaces have been covered sufficiently.
47-2082.00,Tapers,13530,1,"Spread sealing compound between boards or panels or over cracks, holes, nail heads, or screw heads, using trowels, broadknives, or spatulas."
47-2082.00,Tapers,13531,1,Press paper tape over joints to embed tape into sealing compound and to seal joints.
47-2082.00,Tapers,13532,1,Mix sealing compounds by hand or with portable electric mixers.
47-2082.00,Tapers,13533,1,"Spread and smooth cementing material over tape, using trowels or floating machines to blend joints with wall surfaces."
47-2082.00,Tapers,13534,1,Seal joints between plasterboard or other wallboard to prepare wall surfaces for painting or papering.
47-2082.00,Tapers,13535,1,Sand or patch nicks or cracks in plasterboard or wallboard.
47-2082.00,Tapers,13536,1,Use mechanical applicators that spread compounds and embed tape in one operation.
47-2082.00,Tapers,13537,1,Apply additional coats to fill in holes and make surfaces smooth.
47-2082.00,Tapers,13538,1,Install metal molding at wall corners to secure wallboard.
47-2082.00,Tapers,13539,1,Sand rough spots of dried cement between applications of compounds.
47-2082.00,Tapers,13540,1,"Countersink nails or screws below surfaces of walls before applying sealing compounds, using hammers or screwdrivers."
47-2082.00,Tapers,13541,1,Select the correct sealing compound or tape.
47-2082.00,Tapers,13542,1,"Apply texturizing compounds or primers to walls or ceilings before final finishing, using trowels, brushes, rollers, or spray guns."
47-2082.00,Tapers,20788,1,"Work on high ceilings, using scaffolding or other tools, such as stilts."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",20016,1,Answer questions from taxpayers and assist them in completing tax forms.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5288,1,Collect taxes from individuals or businesses according to prescribed laws and regulations.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5289,1,"Maintain knowledge of tax code changes, and of accounting procedures and theory to properly evaluate financial information."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5290,1,"Maintain records for each case, including contacts, telephone numbers, and actions taken."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5291,1,"Confer with taxpayers or their representatives to discuss the issues, laws, and regulations involved in returns, and to resolve problems with returns."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5292,1,Contact taxpayers by mail or telephone to address discrepancies and to request supporting documentation.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5293,1,Send notices to taxpayers when accounts are delinquent.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5294,1,"Notify taxpayers of any overpayment or underpayment, and either issue a refund or request further payment."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5295,1,Conduct independent field audits and investigations of income tax returns to verify information or to amend tax liabilities.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5295,1,Conduct independent field audits and investigations of income tax returns to verify information or to amend tax liabilities.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5296,1,Review filed tax returns to determine whether claimed tax credits and deductions are allowed by law.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5297,1,Review selected tax returns to determine the nature and extent of audits to be performed on them.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5298,1,Enter tax return information into computers for processing.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5299,1,Examine accounting systems and records to determine whether accounting methods used were appropriate and in compliance with statutory provisions.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5299,1,Examine accounting systems and records to determine whether accounting methods used were appropriate and in compliance with statutory provisions.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5300,1,"Process individual and corporate income tax returns, and sales and excise tax returns."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5301,1,Impose payment deadlines on delinquent taxpayers and monitor payments to ensure that deadlines are met.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5302,1,"Check tax forms to verify that names and taxpayer identification numbers are correct, that computations have been performed correctly, or that amounts match those on supporting documentation."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5303,1,Examine and analyze tax assets and liabilities to determine resolution of delinquent tax problems.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5304,1,Recommend criminal prosecutions or civil penalties.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5305,1,"Determine appropriate methods of debt settlement, such as offers of compromise, wage garnishment, or seizure and sale of property."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5306,1,Secure a taxpayer's agreement to discharge a tax assessment or submit contested determinations to other administrative or judicial conferees for appeals hearings.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5306,1,Secure a taxpayer's agreement to discharge a tax assessment or submit contested determinations to other administrative or judicial conferees for appeals hearings.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5307,1,Prepare briefs and assist in searching and seizing records to prepare charges and documentation for court cases.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5307,1,Prepare briefs and assist in searching and seizing records to prepare charges and documentation for court cases.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5308,1,"Direct service of legal documents, such as subpoenas, warrants, notices of assessment, and garnishments."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5309,1,Request that the state or federal revenue service prepare a return on a taxpayer's behalf in cases where taxes have not been filed.
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5310,1,"Investigate claims of inability to pay taxes by researching court information for the status of liens, mortgages, or financial statements, or by locating assets through third parties."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5310,1,"Investigate claims of inability to pay taxes by researching court information for the status of liens, mortgages, or financial statements, or by locating assets through third parties."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5311,1,"Install systems of recording costs or other financial and budgetary data or provide advice on such systems, based on examination of current financial records."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5311,1,"Install systems of recording costs or other financial and budgetary data or provide advice on such systems, based on examination of current financial records."
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5312,1,Participate in informal appeals hearings on contested cases from other agents.
13-2082.00,Tax Preparers,20363,1,Answer questions and provide future tax planning to clients.
13-2082.00,Tax Preparers,20363,1,Answer questions and provide future tax planning to clients.
13-2082.00,Tax Preparers,20364,1,Explain federal and state tax laws to individuals and companies.
13-2082.00,Tax Preparers,21165,1,Schedule appointments with clients.
13-2082.00,Tax Preparers,7358,1,"Compute taxes owed or overpaid, using adding machines or personal computers, and complete entries on forms, following tax form instructions and tax tables."
13-2082.00,Tax Preparers,7359,1,Prepare or assist in preparing simple to complex tax returns for individuals or small businesses.
13-2082.00,Tax Preparers,7360,1,"Use all appropriate adjustments, deductions, and credits to keep clients' taxes to a minimum."
13-2082.00,Tax Preparers,7361,1,Interview clients to obtain additional information on taxable income and deductible expenses and allowances.
13-2082.00,Tax Preparers,7362,1,"Review financial records, such as income statements and documentation of expenditures to determine forms needed to prepare tax returns."
13-2082.00,Tax Preparers,7363,1,Furnish taxpayers with sufficient information and advice to ensure correct tax form completion.
13-2082.00,Tax Preparers,7364,1,Consult tax law handbooks or bulletins to determine procedures for preparation of atypical returns.
13-2082.00,Tax Preparers,7365,1,Calculate form preparation fees according to return complexity and processing time required.
13-2082.00,Tax Preparers,7366,1,"Check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures."
53-3054.00,Taxi Drivers,23758,1,Collect fares or vouchers from passengers and make change or issue receipts as necessary.
53-3054.00,Taxi Drivers,23759,1,"Communicate with dispatchers by radio, telephone, or computer to exchange information and receive requests for passenger service."
53-3054.00,Taxi Drivers,23760,1,Complete accident reports when necessary.
53-3054.00,Taxi Drivers,23761,1,"Determine fares based on trip distances and times, using taximeters and fee schedules, and announce fares to passengers."
53-3054.00,Taxi Drivers,23762,1,Drive taxicabs or privately owned vehicles to transport passengers.
53-3054.00,Taxi Drivers,23763,1,Follow relevant safety regulations and state laws governing vehicle operation and ensure that passengers follow safety regulations.
53-3054.00,Taxi Drivers,23764,1,Notify dispatchers or company mechanics of vehicle problems.
53-3054.00,Taxi Drivers,23765,1,"Perform minor vehicle repairs, such as cleaning spark plugs, or take vehicles to mechanics for servicing."
53-3054.00,Taxi Drivers,23765,1,"Perform minor vehicle repairs, such as cleaning spark plugs, or take vehicles to mechanics for servicing."
53-3054.00,Taxi Drivers,23766,1,"Perform routine vehicle maintenance, such as regulating tire pressure and adding gasoline, oil, and water."
53-3054.00,Taxi Drivers,23767,1,"Pick up passengers at prearranged locations, at taxi stands, or by cruising streets in high traffic areas."
53-3054.00,Taxi Drivers,23768,1,Provide passengers with assistance entering and exiting vehicles and help them with any luggage.
53-3054.00,Taxi Drivers,23769,1,Provide passengers with information about the local area and points of interest or give advice on hotels and restaurants.
53-3054.00,Taxi Drivers,23770,1,Report to taxicab services or garages to receive vehicle assignments.
53-3054.00,Taxi Drivers,23771,1,"Test vehicle equipment, such as lights, brakes, horns, or windshield wipers, to ensure proper operation."
53-3054.00,Taxi Drivers,23772,1,Turn the taximeter on when passengers enter the cab and turn it off when they reach the final destination.
53-3054.00,Taxi Drivers,23773,1,Vacuum and clean interiors and wash and polish exteriors of automobiles.
25-9044.00,"Teaching Assistants, Postsecondary",10955,1,"Lead discussion sections, tutorials, or laboratory sections."
25-9044.00,"Teaching Assistants, Postsecondary",10955,1,"Lead discussion sections, tutorials, or laboratory sections."
25-9044.00,"Teaching Assistants, Postsecondary",10956,1,"Evaluate and grade examinations, assignments, or papers, and record grades."
